0.000000000000000000e+00,7.269005050375949850e-02
2.000000000000000042e-03,1.029047888669989558e-01
4.000000000000000083e-03,1.247679932049777646e-01
6.000000000000000125e-03,1.541496916145755347e-01
8.000000000000000167e-03,1.563763605525624045e-01
1.000000000000000021e-02,1.592471537504125123e-01
1.200000000000000025e-02,1.884224335121810479e-01
1.400000000000000029e-02,2.127186663631501773e-01
1.600000000000000033e-02,2.194963741343311237e-01
1.799999999999999864e-02,2.258305572795733795e-01
2.000000000000000042e-02,2.370526628861696350e-01
2.199999999999999872e-02,2.586615219568365598e-01
2.400000000000000050e-02,2.799689595666113862e-01
2.599999999999999881e-02,2.807079995885952695e-01
2.800000000000000058e-02,2.704423133034168925e-01
2.999999999999999889e-02,2.642196827372846335e-01
3.200000000000000067e-02,2.744662211301315824e-01
3.400000000000000244e-02,2.848833188787927018e-01
3.599999999999999728e-02,2.740192831470646961e-01
3.799999999999999906e-02,2.619904996568788169e-01
4.000000000000000083e-02,2.569275953605618668e-01
4.200000000000000261e-02,2.630882397032475728e-01
4.399999999999999745e-02,2.661587584210211022e-01
4.599999999999999922e-02,2.445728260095237083e-01
4.800000000000000100e-02,2.247565783931648464e-01
5.000000000000000278e-02,2.062879198990385243e-01
5.199999999999999761e-02,1.948905184141955238e-01
5.399999999999999939e-02,2.002447185562121201e-01
5.600000000000000117e-02,1.836820718120758256e-01
5.800000000000000294e-02,1.605783666380216357e-01
5.999999999999999778e-02,1.552414934160152304e-01
6.199999999999999956e-02,1.601340932748324675e-01
6.400000000000000133e-02,1.651062460564378942e-01
6.600000000000000311e-02,1.416641469289810495e-01
6.800000000000000488e-02,1.111244496363571893e-01
7.000000000000000666e-02,9.380729097854989540e-02
7.199999999999999456e-02,7.807937278021100103e-02
7.399999999999999634e-02,6.504450211638761192e-02
7.599999999999999811e-02,3.397715104169821837e-02
7.799999999999999989e-02,1.494750012110657134e-04
8.000000000000000167e-02,-1.098366837976774181e-02
8.200000000000000344e-02,-1.568569847196431971e-02
8.400000000000000522e-02,-2.105323376221828260e-02
8.599999999999999312e-02,-4.466776351162271563e-02
8.799999999999999489e-02,-7.511542719012766212e-02
8.999999999999999667e-02,-8.538300552563672652e-02
9.199999999999999845e-02,-1.013943671109567846e-01
9.400000000000000022e-02,-1.286743544855925292e-01
9.600000000000000200e-02,-1.514139303660205216e-01
9.800000000000000377e-02,-1.774673109119549175e-01
1.000000000000000056e-01,-2.007637454347307171e-01
1.019999999999999934e-01,-2.054458932198314769e-01
1.039999999999999952e-01,-2.012261793920153419e-01
1.059999999999999970e-01,-2.070768205425866648e-01
1.079999999999999988e-01,-2.203493288590977484e-01
1.100000000000000006e-01,-2.242729848978960716e-01
1.120000000000000023e-01,-2.108227024186148379e-01
1.140000000000000041e-01,-2.007854504605890711e-01
1.160000000000000059e-01,-2.124352630938018960e-01
1.179999999999999938e-01,-2.273419488655208098e-01
1.199999999999999956e-01,-2.283307122495497332e-01
1.219999999999999973e-01,-2.171463643937314170e-01
1.239999999999999991e-01,-2.113484590866448465e-01
1.260000000000000009e-01,-2.217137967832495671e-01
1.280000000000000027e-01,-2.331109388633326451e-01
1.300000000000000044e-01,-2.345869798411275020e-01
1.320000000000000062e-01,-2.244310556793066014e-01
1.340000000000000080e-01,-2.217722727372628266e-01
1.360000000000000098e-01,-2.406106887736252087e-01
1.380000000000000115e-01,-2.562615556409805206e-01
1.400000000000000133e-01,-2.534093528960982278e-01
1.419999999999999873e-01,-2.397706491872295953e-01
1.439999999999999891e-01,-2.376660502966399524e-01
1.459999999999999909e-01,-2.438615052132619698e-01
1.479999999999999927e-01,-2.344005299738406989e-01
1.499999999999999944e-01,-2.219782954791321705e-01
1.519999999999999962e-01,-2.064069070073359657e-01
1.539999999999999980e-01,-1.927903676151671020e-01
1.559999999999999998e-01,-1.969897897786439811e-01
1.580000000000000016e-01,-1.985146506013242551e-01
1.600000000000000033e-01,-1.934611019983339120e-01
1.620000000000000051e-01,-1.842487141905631842e-01
1.640000000000000069e-01,-1.822319598284904418e-01
1.660000000000000087e-01,-1.859488614942621520e-01
1.680000000000000104e-01,-1.764658169783557551e-01
1.700000000000000122e-01,-1.782077089802967806e-01
1.719999999999999862e-01,-1.690745971797139868e-01
1.739999999999999880e-01,-1.493007447562887113e-01
1.759999999999999898e-01,-1.624126216075925389e-01
1.779999999999999916e-01,-1.724115122584857496e-01
1.799999999999999933e-01,-1.760056418452728144e-01
1.819999999999999951e-01,-1.696148317901390867e-01
1.839999999999999969e-01,-1.609811786444106940e-01
1.859999999999999987e-01,-1.821070292048599104e-01
1.880000000000000004e-01,-1.701719512239018295e-01
1.900000000000000022e-01,-1.494868250239357044e-01
1.920000000000000040e-01,-1.304648767974725398e-01
1.940000000000000058e-01,-9.535015125703960592e-02
1.960000000000000075e-01,-1.242053716423418691e-01
1.980000000000000093e-01,-8.434272865663376695e-02
2.000000000000000111e-01,-1.843101240936899018e-02
2.020000000000000129e-01,-1.267508698247258592e-01
2.039999999999999869e-01,-1.084672527166402195e-01
2.059999999999999887e-01,2.712977666155599529e-02
2.079999999999999905e-01,-1.005058249977756613e-01
2.099999999999999922e-01,-1.786319915312163942e-01
2.119999999999999940e-01,2.186536655137622746e-03
2.139999999999999958e-01,-3.136355638838391868e-03
2.159999999999999976e-01,-1.454267514512373460e-01
2.179999999999999993e-01,-3.610318077553180405e-02
2.200000000000000011e-01,5.606932658803914782e-02
2.220000000000000029e-01,-7.966803496643222460e-02
2.240000000000000047e-01,-4.980956032473540102e-02
2.260000000000000064e-01,9.053357724612430546e-02
2.280000000000000082e-01,-2.982824503735289484e-02
2.300000000000000100e-01,-1.016860765661357496e-01
2.320000000000000118e-01,7.118820116771858164e-02
2.340000000000000135e-01,5.203607186950848923e-02
2.359999999999999876e-01,-1.000565097143708698e-01
2.379999999999999893e-01,1.319771004227711202e-02
2.399999999999999911e-01,9.215626218691350124e-02
2.419999999999999929e-01,-6.538004364435194560e-02
2.439999999999999947e-01,-3.032700410817906408e-02
2.459999999999999964e-01,1.117092366527057540e-01
2.479999999999999982e-01,-2.115648769734876714e-02
2.500000000000000000e-01,-9.564919001012325839e-02
2.520000000000000018e-01,7.891840364130189855e-02
2.540000000000000036e-01,5.976677327844140408e-02
2.560000000000000053e-01,-9.635884118481521932e-02
2.580000000000000071e-01,9.534019084999727223e-03
2.600000000000000089e-01,8.731637773368211564e-02
2.620000000000000107e-01,-6.984492986456886099e-02
2.640000000000000124e-01,-3.495278173817311512e-02
2.660000000000000142e-01,1.039995060810067068e-01
2.680000000000000160e-01,-3.417026336400103004e-02
2.700000000000000178e-01,-9.814464322568382249e-02
2.720000000000000195e-01,8.626272768693936388e-02
2.740000000000000213e-01,6.455502479670542637e-02
2.760000000000000231e-01,-8.261554742086488212e-02
2.780000000000000249e-01,3.296822185153354401e-02
2.800000000000000266e-01,1.200448554134961598e-01
2.819999999999999729e-01,-2.201218827192512328e-02
2.839999999999999747e-01,1.124248605889389616e-02
2.859999999999999765e-01,1.511750117324598686e-01
2.879999999999999782e-01,2.497020510771949184e-02
2.899999999999999800e-01,-4.191935198525893747e-02
2.919999999999999818e-01,1.305893533062070511e-01
2.939999999999999836e-01,9.544283058771158013e-02
2.959999999999999853e-01,-5.760689673732022342e-02
2.979999999999999871e-01,4.758603109467966080e-02
2.999999999999999889e-01,1.025831065811205201e-01
3.019999999999999907e-01,-5.058683307955948172e-02
3.039999999999999925e-01,-1.454989441898658920e-02
3.059999999999999942e-01,1.030476075898215244e-01
3.079999999999999960e-01,-3.252887136799862550e-02
3.099999999999999978e-01,-8.781111569801422490e-02
3.119999999999999996e-01,8.926865137991302213e-02
3.140000000000000013e-01,6.086341501646091307e-02
3.160000000000000031e-01,-8.070524763308736804e-02
3.180000000000000049e-01,3.687714558582690788e-02
3.200000000000000067e-01,1.037139570276707917e-01
3.220000000000000084e-01,-3.558404749123054989e-02
3.240000000000000102e-01,1.478361740024428973e-02
3.260000000000000120e-01,1.225352150043086535e-01
3.280000000000000138e-01,-2.068015806410135674e-02
3.300000000000000155e-01,-5.452485215961146159e-02
3.320000000000000173e-01,1.128402851472572188e-01
3.340000000000000191e-01,4.834223432019500721e-02
3.360000000000000209e-01,-9.270667947079250237e-02
3.380000000000000226e-01,3.263482839988219447e-02
3.400000000000000244e-01,8.078529657022602561e-02
3.420000000000000262e-01,-7.791711772148175730e-02
3.439999999999999725e-01,-2.213904647786284208e-02
3.459999999999999742e-01,1.011459923830725777e-01
3.479999999999999760e-01,-4.727523335126904147e-02
3.499999999999999778e-01,-7.728019457267901182e-02
3.519999999999999796e-01,1.142152648053705311e-01
3.539999999999999813e-01,6.200448097807409464e-02
3.559999999999999831e-01,-6.053882803566398157e-02
3.579999999999999849e-01,7.904541151269438293e-02
3.599999999999999867e-01,1.306040976764326622e-01
3.619999999999999885e-01,-2.231398499028515014e-03
3.639999999999999902e-01,6.418632689973810534e-02
3.659999999999999920e-01,1.756921518950319838e-01
